"filename", "language", "Python", "C++", "PowerShell", "Markdown", "Shell Script", "Properties", "HTML", "reStructuredText", "JavaScript", "PostCSS", "XML", "JSON", "comment", "blank", "total"
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/environment.py", "Python", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 96
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/fixtures.py", "Python", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 42, 407
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/indexes/test_links_priority/external.html", "HTML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/indexes/test_links_priority/simple/foobar/index.html", "HTML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/integration/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/integration/helpers.py", "Python", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 81
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/integration/test_pbr.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 21
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/integration/test_pip_install_sdist.py", "Python", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 48, 224
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/mod_with_constant.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/namespaces.py", "Python", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 13, 91
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/script-with-bom.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_archive_util.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 37
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_bdist_deprecations.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 29
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_bdist_egg.py", "Python", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 74
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_bdist_wheel.py", "Python", 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 82, 709
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_build.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_build_clib.py", "Python", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 85
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_build_ext.py", "Python", 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 35, 294
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_build_meta.py", "Python", 528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 317, 115, 960
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_build_py.py", "Python", 311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 54, 481
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_config_discovery.py", "Python", 468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 87, 648
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_core_metadata.py", "Python", 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 35, 551
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_depends.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_develop.py", "Python", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 114
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_dist.py", "Python", 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 34, 281
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_dist_info.py", "Python", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 148
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_distutils_adoption.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 28, 199
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_editable_install.py", "Python", 865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 180, 1262
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_egg_info.py", "Python", 838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 381, 88, 1307
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_extern.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_find_packages.py", "Python", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 29, 219
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_find_py_modules.py", "Python", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 74
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_glob.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 4, 46
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_install_scripts.py", "Python", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 90
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_logging.py", "Python", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 77
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_manifest.py", "Python", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 403, 12, 623
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_namespaces.py", "Python", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 7, 80
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_scripts.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_sdist.py", "Python", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 830, 10, 981
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_setopt.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 41
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_setuptools.py", "Python", 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 70, 295
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_shutil_wrapper.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 24
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_unicode_utils.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 11
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_virtualenv.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 114
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_warnings.py", "Python", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 107
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_wheel.py", "Python", 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 359, 29, 691
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/test_windows_wrappers.py", "Python", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 17, 259
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/text.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/tests/textwrap.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/unicode_utils.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 103
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/version.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/warnings.py", "Python", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 16, 111
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/wheel.py", "Python", 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 30, 263
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/setuptools/windows_support.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 31
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/__init__.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 10, 45
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/__main__.py", "Python", 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 57, 322
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/_recursion_too_deep_message.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 46
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/_shared_with_waf.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 10, 99
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/archive/__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/archive/pyz_crypto.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 17
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/archive/readers.py", "Python", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 43, 239
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/archive/writers.py", "Python", 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 61, 459
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/api.py", "Python", 792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 406, 140, 1338
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/build_main.py", "Python", 720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 380, 176, 1276
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/datastruct.py", "Python", 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 72, 460
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/icon.py", "Python", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14, 91
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/makespec.py", "Python", 732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 76, 910
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/osx.py", "Python", 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330, 90, 776
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/splash.py", "Python", 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 58, 487
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/splash_templates.py", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 15, 230
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/templates.py", "Python", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 127
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/building/utils.py", "Python", 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 112, 854
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/compat.py", "Python", 361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 96, 731
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/config.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 3, 57
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/configure.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 108
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/depend/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/depend/analysis.py", "Python", 478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 443, 105, 1026
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/depend/bindepend.py", "Python", 568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 405, 174, 1147
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/depend/bytecode.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 32, 367
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/depend/dylib.py", "Python", 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 49, 392
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/depend/imphook.py", "Python", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 329, 76, 583
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/depend/imphookapi.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 42, 487
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/depend/utils.py", "Python", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 20, 345
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/exceptions.py", "Python", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 71
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/fake-modules/_pyi_rth_utils/__init__.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 5, 37
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/fake-modules/_pyi_rth_utils/_win32.py", "Python", 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 65, 334
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/fake-modules/_pyi_rth_utils/qt.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 18, 119
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/fake-modules/_pyi_rth_utils/tempfile.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 57
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/fake-modules/pyi_splash.py", "Python", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 35, 212
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PIL.Image.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PIL.ImageFilter.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 14
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PIL.SpiderImagePlugin.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PIL.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 22
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QAxContainer.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.Qsci.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.Qt.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 30
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.Qt3DAnimation.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.Qt3DCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.Qt3DExtras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.Qt3DInput.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.Qt3DLogic.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.Qt3DRender.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtBluetooth.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtChart.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtDBus.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtDataVisualization.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtDesigner.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtGui.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtHelp.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtLocation.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtMacExtras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtMultimedia.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtMultimediaWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtNetwork.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtNetworkAuth.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtNfc.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtOpenGL.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtPositioning.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtPrintSupport.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtPurchasing.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtQml.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtQuick.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtQuick3D.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib64/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtQuickWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
